Id,Label,gender,age,team（复仇者联盟、银河护卫队、神盾局）,team(正派 (Hero)、反派 (Villain)、中立 (Neutral) -主属性-只写英文）,race,first_appearance（剧中）,cleaned_year,era,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Clustering Coefficient
Mystique / Raven Darkh,Mystique / Raven Darkh,Female,Unknown (Shapeshifter),"Brotherhood of Mutants, Freedom Force, X-Men, Mystique's Brotherhood, Sisterhood of Mutants",Villain,Other,1978,1978,Bronze Age,0.17791411042944785,0.0006473970139365776,0.5258064516129032,0.038558006911433504,0.6454930429522081
Pyro / Allerdyce Johnn,Pyro / Allerdyce Johnn,Male,20s,"Brotherhood of Mutants, Freedom Force, Lethal Legion, Marauders, X-Men",Villain,White,1981,1981,Bronze Age,0.1411042944785276,0.0003976065447427282,0.5258064516129032,0.03301754721202516,0.714975845410628
Destiny Ii / Irene Adl,Destiny Ii / Irene Adl,Female,60s,"Brotherhood of Mutants, Freedom Force",Villain,White,1981,1981,Bronze Age,0.10122699386503067,0.00013146658293999438,0.5,0.024343060640299227,0.7916666666666666
Mister Hyde / Calvin Z,Mister Hyde / Calvin Z,Male,40s,"Masters of Evil, Lethal Legion, Thunderbolts, Army of Evil, Hood's Gang",Villain,White,1964,1964,Silver Age,0.0736196319018405,0.0001711186671438546,0.48875562218890556,0.016699676908535393,0.6847826086956522
Ghost Rider Ii / Johnn,Ghost Rider Ii / Johnn,Male,20s,"Spirits of Vengeance, Avengers, Midnight Sons, Champions",Hero,White,1972,1972,Bronze Age,0.08282208588957056,0.00021073119909435694,0.5158227848101266,0.026865523143927345,0.7948717948717948
Mole Man / Harvey Rupe,Mole Man / Harvey Rupe,Male,40s,"Subterranea, Outcasts, Lethal Legion",Villain,White,1961,1961,before 1961,0.10736196319018405,3.513830147114746e-05,0.5275080906148867,0.038981107923469316,0.9142857142857143
Firelord / Pyreus Kril,Firelord / Pyreus Kril,Male,Unknown,"Heralds of Galactus, Avengers, Nova Corps",Hero,Other,1974,1974,Bronze Age,0.11042944785276074,8.243168017666797e-05,0.5292207792207793,0.03476480151819837,0.8571428571428571
Leader / Sam Sterns,Leader / Sam Sterns,Male,30s,"Intelligencia, Hulk villains",Villain,White,1964,1964,Silver Age,0.052147239263803685,0.0,0.49022556390977445,0.018285460869407827,1.0
"Le Fey, Morgan","Le Fey, Morgan",Female,Unknown (Sorceress),"Darkhold Covenant, Camelot Court, Doom's Cabal",Villain,White,1979,1979,Bronze Age,0.05521472392638037,8.50500473533459e-06,0.4808259587020649,0.01902237610424336,0.9215686274509803
Bulldozer / Henry Camp,Bulldozer / Henry Camp,Male,30s,"Wrecking Crew, Masters of Evil, Thunderbolts",Villain,White,1974,1974,Bronze Age,0.15030674846625766,0.0004329287471706224,0.5397350993377483,0.040574136308659955,0.7891156462585034
Forgotten One / Gilgam,Forgotten One / Gilgam,Male,Unknown (Eternal),"Eternals, Avengers",Hero,Other,1976,1976,Bronze Age,0.08588957055214724,9.255177888208203e-05,0.4880239520958084,0.02600906163039406,0.8201058201058201
Balder [asgardian],Balder [asgardian],Male,Unknown (Asgardian),Asgardians,Hero,Other,1962,1962,Silver Age,0.10122699386503067,0.0003939517140282668,0.5069984447900466,0.019428462143202926,0.678030303030303
Hogun [asgardian],Hogun [asgardian],Male,Unknown (Asgardian),"Asgardians, Warriors Three",Hero,Other,1965,1965,Silver Age,0.13496932515337423,0.0008534548442554501,0.535303776683087,0.027706663788960535,0.5697674418604651
Hellstorm / Daimon Hel,Hellstorm / Daimon Hel,Male,20s,"Midnight Sons, Defenders, Secret Defenders, Thunderbolts, Avengers Academy",Hero,White,1973,1973,Bronze Age,0.08588957055214724,3.4416541100483014e-05,0.5174603174603175,0.025658367183857774,0.9021164021164021
Aurora / Jeanne-marie,Aurora / Jeanne-marie,Female,20s,"Alpha Flight, Beta Flight, Weapon X",Hero,White,1979,1979,Bronze Age,0.18404907975460122,0.0003584831024877532,0.5497470489038786,0.05871779541277668,0.8282485875706215
"O'brien, Michael","O'brien, Michael",Male,30s,"S.H.I.E.L.D., Stark Industries security",Hero,White,1978,1978,Bronze Age,0.10429447852760737,0.00018399910804054711,0.5232744783306581,0.029959239858907753,0.7789661319073083
"Stankowicz, Fabian","Stankowicz, Fabian",Male,20s,S.H.I.E.L.D.,Neutral,White,1982,1982,Bronze Age,0.07668711656441718,5.833665908017918e-05,0.50231124807396,0.0227335502644748,0.8633333333333333
Screaming Mimi / Melis,Screaming Mimi / Melis,Female,20s,"Thunderbolts, Masters of Evil, Grapplers, Femizons",Villain,White,1979,1979,Bronze Age,0.09202453987730061,0.00020012986650570644,0.5133858267716536,0.025515995877914317,0.7632183908045977
Moonstone Ii / Karla S,Moonstone Ii / Karla S,Female,20s,"Thunderbolts, Dark Avengers, Masters of Evil, Hood's Gang, Illuminati",Villain,White,1978,1978,Bronze Age,0.12269938650306748,0.0003669080039187413,0.5207667731629393,0.032343737332857954,0.7128205128205128
Fixer Ii / Paul Norber,Fixer Ii / Paul Norber,Male,30s,"Masters of Evil, Thunderbolts, Crimson Cowl's Masters of Evil, A.I.M.",Villain,White,1966,1966,Silver Age,0.10429447852760737,0.0002683068695699071,0.5158227848101266,0.02598966504002246,0.7112299465240641
Darkstar / Laynia Serg,Darkstar / Laynia Serg,Female,20s,"Soviet Super-Soldiers, Winter Guard, Champions, X-Corporation",Hero,White,1975,1975,Bronze Age,0.09815950920245399,4.172362595545635e-05,0.5249597423510467,0.03441681108483277,0.8891129032258065
Vanguard / Nicolai Kry,Vanguard / Nicolai Kry,Male,20s,"Soviet Super-Soldiers, Winter Guard, Protectorate, Siberforce, Neo-Soviets",Hero,White,1978,1978,Bronze Age,0.07668711656441718,1.721827781175273e-05,0.5182829888712241,0.027215809580667563,0.9166666666666666
Gamora,Gamora,Female,Unknown (alien),"Guardians of the Galaxy, Infinity Watch, Phalanx, Graces",Hero,Other,1975,1975,Bronze Age,0.18098159509202455,7.57846993273689e-05,0.5488215488215489,0.057883315727948685,0.9216832261835184
Psylocke / Elisabeth B,Psylocke / Elisabeth B,Female,20s,"X-Men, Excalibur, X-Force, S.T.R.I.K.E., Hand, Exiles, Fallen Angels",Hero,White,1976,1976,Bronze Age,0.4049079754601227,0.005277256723286529,0.6269230769230769,0.09618367720829665,0.4909784871616933
Rogue  / ,Rogue  / ,Female,teens,"Brotherhood of Mutants, X-Men, Avengers, X-Treme X-Men",Villain,White,1981,1981,Bronze Age,0.5184049079754601,0.01153733147618902,0.6749482401656315,0.11148308358820552,0.3906029867568329
Sasquatch / Walter Lan,Sasquatch / Walter Lan,Male,30s,"Alpha Flight, Beta Flight, Gamma Flight, Weapon X, Avengers",Hero,White,1979,1979,Bronze Age,0.2883435582822086,0.0010562337593272332,0.5831842576028623,0.08351053878592,0.7179135209334249
Luna / Luna Maximoff [,Luna / Luna Maximoff [,Female,infant,Inhuman Royal Family,Neutral,White,1988,1988,Modern Age,0.08895705521472393,4.2791813180574944e-05,0.4946889226100152,0.027715773752671438,0.8793103448275862
Whizzer Ii / Stanley S,Whizzer Ii / Stanley S,Male,30s,Squadron Supreme,Hero,White,1971,1971,Bronze Age,0.046012269938650305,1.3116325429582038e-05,0.49544072948328266,0.013353434806550598,0.9142857142857143
Dr. Spectrum / Joseph,Dr. Spectrum / Joseph,Male,30s,Squadron Supreme,Hero,White,1971,1971,Bronze Age,0.046012269938650305,1.3116325429582038e-05,0.49544072948328266,0.01335343480655059,0.9142857142857143
Kingpin / Wilson Fisk,Kingpin / Wilson Fisk,Male,30s,"Kingpin's crime organization, HYDRA",Villain,White,1967,1967,Silver Age,0.147239263803681,0.0030541558023244263,0.5388429752066116,0.021305564686271566,0.4592198581560284
Clea,Clea,Female,Unknown (Mystic),"Defenders, Illuminati, Midnight Sons",Hero,Other,1964,1964,Silver Age,0.06134969325153374,1.4166104024063292e-05,0.5046439628482973,0.017051175222471696,0.9
Polaris / Lorna Dane,Polaris / Lorna Dane,Female,teens,"X-Men, X-Factor, Horsemen of Apocalypse, Starjammers, Acolytes, Marauders",Hero,White,1968,1968,Silver Age,0.3404907975460123,0.003190827657441478,0.6025878003696857,0.08400156065353434,0.5446355446355446
"De La Fontaine, Cont","De La Fontaine, Cont",Female,30s,"S.H.I.E.L.D., HYDRA, Leviathan, Femme Force, CIA, Thunderbolts",Hero,White,1967,1967,Silver Age,0.06748466257668712,8.607370207286511e-05,0.5150078988941548,0.01951634298991347,0.7532467532467533
Heimdall [asgardian],Heimdall [asgardian],Male,Unknown (Asgardian),Asgardians,Hero,Other,1962,1962,Silver Age,0.06748466257668712,4.9829991003575764e-05,0.4773060029282577,0.010992232576608633,0.8354978354978355
Red Skull / Johann Sch,Red Skull / Johann Sch,Male,20s,"HYDRA, Schutzstaffel, Axis, Skeleton Crew, Cabal",Villain,White,1941,1941,before 1961,0.11656441717791412,0.00045505485782998476,0.5224358974358975,0.026759354797345557,0.6102418207681366
"Thompson, Eugene Fla","Thompson, Eugene Fla",Male,teens,"Spider-Man supporting cast, Venom Symbiote, Secret Avengers, Thunderbolts, Guardians of the Galaxy",Neutral,White,1962,1962,Silver Age,0.12883435582822086,0.0012726978726002513,0.5241157556270096,0.019849396550979333,0.5888501742160279
Wong,Wong,Male,20s,"Masters of the Mystic Arts, Avengers",Hero,Asian,1963,1963,Silver Age,0.0950920245398773,4.45746072449006e-05,0.5207667731629393,0.02902663685446982,0.886021505376344
"Parker, May","Parker, May",Female,50s,Spider-Man supporting cast,Neutral,White,1962,1962,Silver Age,0.13190184049079756,0.001273380958874687,0.5085803432137286,0.02174828591965552,0.5991140642303433
Green Goblin / Norman,Green Goblin / Norman,Male,40s,"Sinister Six, Dark Avengers, Oscorp, Cabal, Thunderbolts, HYDRA",Villain,White,1964,1964,Silver Age,0.0705521472392638,0.0001870115863010335,0.4917043740573152,0.013671766229509422,0.8181818181818182
Night Thrasher / Duane,Night Thrasher / Duane,Male,teens,"New Warriors, Night Thrasher's New Warriors",Hero,Black,1989,1989,Modern Age,0.07975460122699386,7.687343341969882e-05,0.5207667731629393,0.02250545545937458,0.7753846153846153
Eternity / Adam Qadmon,Eternity / Adam Qadmon,Male,Unknown (Cosmic),Cosmic entities,Neutral,Other,1965,1965,Silver Age,0.18711656441717792,0.00017282232111489611,0.5506756756756757,0.06037833651109806,0.8868852459016393
Galactus / Galan,Galactus / Galan,Male,Unknown (Cosmic),"Heralds of Galactus, God Squad, Ultimates",Neutral,Other,1966,1966,Silver Age,0.3006134969325153,0.0013055277081587624,0.5884476534296029,0.08363865806466735,0.6574794866400169
Triathlon / Delroy Gar,Triathlon / Delroy Gar,Male,20s,"Avengers, Initiative, Secret Defenders, 3-D Man",Hero,Black,1998,1998,Modern Age,0.08588957055214724,4.741207512312442e-05,0.49770992366412214,0.027221556552487244,0.8835978835978836
Beetle / Abner Ronald,Beetle / Abner Ronald,Male,20s,"Sinister Syndicate, Thunderbolts, Mach-1",Villain,White,1964,1964,Silver Age,0.13803680981595093,0.0006080061966548399,0.5292207792207793,0.036236320690250144,0.6656565656565656
Lilandra Neramani [s,Lilandra Neramani [s,Female,Unknown (Alien),"Shi'ar Empire, X-Men allies",Hero,Other,1976,1976,Bronze Age,0.19631901840490798,0.0009876912648734896,0.5433333333333333,0.05196518750245411,0.6398809523809523
Odin [asgardian],Odin [asgardian],Male,Unknown (Asgardian),Asgardians,Hero,Other,1962,1962,Silver Age,0.17177914110429449,0.001049188453293345,0.5424292845257903,0.04005069558558948,0.5863636363636363
"Hogan, Virginia Pepp","Hogan, Virginia Pepp",Female,40s,Avengers; Stark Industries,Hero,White,Unknown,unknown,Unknown Age,0.049079754601226995,7.821043037316634e-06,0.4759124087591241,0.015458758968858243,0.9416666666666667
Mad Dog / Colonel Buzz,Mad Dog / Colonel Buzz,Male,Not in MCU,Unknown,Neutral,Unknown,Unknown,unknown,Unknown Age,0.06441717791411043,6.499952350227577e-05,0.500768049155146,0.017344222800106796,0.7904761904761904
"Kincaid, Dr. Jane Fo","Kincaid, Dr. Jane Fo",Female,30s,Avengers; Thor supporting cast,Hero,White,Unknown,unknown,Unknown Age,0.08588957055214724,0.00027548020047771563,0.49022556390977445,0.01719110854004528,0.6587301587301587
Wizard / Bentley Wittm,Wizard / Bentley Wittm,Male,45s,Frightful Four; Masters of Evil,Villain,White,1960s,1965,Silver Age,0.08895705521472393,0.00010449933187429307,0.5085803432137286,0.02541693619908472,0.7610837438423645
Charcoal / Charlie Bur,Charcoal / Charlie Bur,Male,16s,Thunderbolts,Hero,Unknown,1990s,1995,Modern Age,0.06441717791411043,8.442806405923516e-05,0.49244712990936557,0.014682034890435054,0.7857142857142857
Blob / Fred J. Dukes,Blob / Fred J. Dukes,Male,35s,Brotherhood of Evil Mutants,Villain,White,1960s,1965,Silver Age,0.1901840490797546,0.0012099472781385411,0.5525423728813559,0.04614996965048319,0.6287678476996298
Cloak / Tyrone Johnson,Cloak / Tyrone Johnson,Male,18s,,Hero,Black,1980s,1985,Bronze Age,0.0736196319018405,0.00018919532396355015,0.5182829888712241,0.018443267991148135,0.5942028985507246
Thunderstrike / Eric K,Thunderstrike / Eric K,Male,35s,Avengers,Hero,White,1990s,1995,Modern Age,0.31901840490797545,0.003131374667411047,0.5948905109489051,0.08581255533714087,0.6219193427931292
Power Man / Erik Joste,Power Man / Erik Joste,Male,40s,Masters of Evil,Villain,White,1970s,1975,Bronze Age,0.12883435582822086,0.00044241909389245495,0.5232744783306581,0.03180110071087271,0.6736353077816493
Human Torch Android / ,Human Torch Android / ,Male,80+,Invaders; All-Winners Squad,Hero,White,1930s,1935,before 1961,0.11042944785276074,0.00031782915758952763,0.50231124807396,0.03251410297716138,0.7428571428571429
Juggernaut / Cain Mark,Juggernaut / Cain Mark,Male,45s,,Villain,White,1960s,1965,Silver Age,0.09202453987730061,0.00038641508276766586,0.5199362041467305,0.02518017253060982,0.8022988505747126
Absorbing Man / Carl C,Absorbing Man / Carl C,Male,45s,Masters of Evil,Villain,White,1960s,1965,Silver Age,0.15950920245398773,0.0006065326076177697,0.5424292845257903,0.04219961142979999,0.7398190045248869
Volstagg,Volstagg,Male,Unknown,Asgardian Royal Family; Warriors Three,Hero,White,Ancient times,unknown,Unknown Age,0.12576687116564417,0.000779615444211561,0.531810766721044,0.024383159929371918,0.5682926829268292
Shaman / Michael Twoyo,Shaman / Michael Twoyo,Male,40s,Alpha Flight,Hero,Unknown,1970s,1975,Bronze Age,0.23006134969325154,0.0005668186733164082,0.5640138408304498,0.07002014067761067,0.7881081081081082
Snowbird / Narya / Anne,Snowbird / Narya / Anne,Female,Unknown,Alpha Flight,Hero,Unknown,1970s,1975,Bronze Age,0.09202453987730061,5.9988353612612454e-05,0.5224358974358975,0.030507536071209377,0.8758620689655172
Dagger / Tandy Bowen,Dagger / Tandy Bowen,Female,18s,,Hero,White,1980s,1985,Bronze Age,0.08895705521472393,0.00020405967579069725,0.5224358974358975,0.02553302359046537,0.6724137931034483
Phoenix Iii / Rachel S,Phoenix Iii / Rachel S,Female,25s,X-Men,Hero,White,1980s,1985,Bronze Age,0.16564417177914112,0.0009030639544675909,0.5451505016722408,0.0397066958015999,0.623340321453529
Mandarin,Mandarin,Male,50s,Ten Rings,Villain,Asian,1960s,1965,Silver Age,0.06748466257668712,6.31495641098554e-05,0.5,0.018132061494598235,0.7662337662337663
Fandral [asgardian],Fandral [asgardian],Male,Unknown,Asgardian Royal Family; Warriors Three,Hero,White,Ancient times,unknown,Unknown Age,0.13803680981595093,0.0010939362808513038,0.5361842105263158,0.027884313269539957,0.5515151515151515
Ms. Marvel Ii / Sharon,Ms. Marvel Ii / Sharon,Female,30s,Avengers,Hero,White,1970s,1975,Bronze Age,0.07975460122699386,6.608726259782706e-05,0.5191082802547771,0.025667947508294296,0.8153846153846154
Pip / Prince Gofern,Pip / Prince Gofern,Male,Unknown,Guardians of the Galaxy,Neutral,Unknown,1970s,1975,Bronze Age,0.18404907975460122,0.0001617069644108228,0.5497470489038786,0.05840503375340347,0.8864406779661017
Enchantress / Amora / He,Enchantress / Amora / He,Female,Unknown,Masters of Evil,Villain,White,Ancient times,unknown,Unknown Age,0.2116564417177914,0.0015988730652813676,0.5582191780821918,0.05318203086924584,0.624467178175618
"Jameson, Col. John","Jameson, Col. John",Male,35s,,Neutral,White,1960s,1965,Silver Age,0.11042944785276074,0.0014719964555517102,0.50231124807396,0.020616234155395208,0.5206349206349207
"Cooper, Dr. Valerie","Cooper, Dr. Valerie",Female,40s,SHIELD,Neutral,White,1970s,1975,Bronze Age,0.2147239263803681,0.00288267120495647,0.5591766723842195,0.04980492108619046,0.5842650103519669
Nova Ii / Frankie Raye,Nova Ii / Frankie Raye,Female,Unknown,Heralds of Galactus,Hero,White,1970s,1975,Bronze Age,0.20858895705521474,0.00015433777846650924,0.5572649572649573,0.0664608231853513,0.874451273046532
Darkhawk / Chris Powel,Darkhawk / Chris Powel,Male,25s,,Hero,White,1990s,1995,Modern Age,0.2147239263803681,0.001001501706186472,0.5591766723842195,0.06482749450524529,0.7788819875776397
Nomad Iii / Jack Monro,Nomad Iii / Jack Monro,Male,60+,,Hero,White,1970s,1975,Bronze Age,0.07975460122699386,0.0004141970692706629,0.4984709480122324,0.01594612629837322,0.6061538461538462
"Robertson, Joe","Robertson, Joe",Male,50s,Spider-Man supporting cast,Neutral,Black,1960s,1965,Silver Age,0.15030674846625766,0.00227180378894872,0.5370675453047776,0.027866655829218077,0.5561224489795918
Gargoyle Ii / Isaac Ch,Gargoyle Ii / Isaac Ch,Male,60+,Defenders,Hero,White,1980s,1985,Bronze Age,0.11349693251533742,0.00014165262513933773,0.5292207792207793,0.03480970265234633,0.8243243243243243
Namorita / Nita Prenti,Namorita / Nita Prenti,Female,25s,New Warriors,Hero,White,1970s,1975,Bronze Age,0.2852760736196319,0.0017592694856351373,0.5831842576028623,0.08020831601265938,0.6638616175783076
Iron Man Iv / James R.,Iron Man Iv / James R.,Male,40s,Avengers,Hero,Black,1970s,1975,Bronze Age,0.19938650306748468,0.0005449022298790366,0.5544217687074829,0.057167184528679006,0.7307692307692307
"Ross, Gen. Thaddeus","Ross, Gen. Thaddeus",Male,60s,Hulkbusters,Neutral,White,1940s,1945,before 1961,0.08895705521472393,1.9811500803749552e-05,0.5069984447900466,0.03021241927160385,0.9458128078817734
"Harkness, Agatha","Harkness, Agatha",Female,300+,Darkhold Covenant,Villain,White,Ancient times,unknown,Unknown Age,0.2361963190184049,0.00039433451572835605,0.5659722222222222,0.07347849901311844,0.8171565276828435
"Carter, Peggy","Carter, Peggy",Female,95,SHIELD; SSR,Hero,White,1940s,1945,before 1961,0.10736196319018405,0.0005476321502317435,0.5030864197530864,0.02570705998713164,0.6504201680672269
Hyperion,Hyperion,Male,Unknown,Squadron Supreme,Neutral,White,1970s,1975,Bronze Age,0.06134969325153374,4.112743190722849e-05,0.500768049155146,0.01752793194398742,0.8421052631578947
Living Lightning / Mig,Living Lightning / Mig,Male,30s,Avengers,Hero,Latina,1990s,1995,Modern Age,0.2638036809815951,0.00040578805847382975,0.5749559082892416,0.08009170672356704,0.7901504787961696
"Jones, Gabe","Jones, Gabe",Male,95,SHIELD; Howling Commandos; SSR,Hero,Black,1940s,1945,before 1961,0.08588957055214724,0.00011220630554491942,0.5158227848101266,0.02686533602910494,0.8042328042328042
"Osborn, Liz Allan","Osborn, Liz Allan",Female,30s,Spider-Man supporting cast,Neutral,White,1960s,1965,Silver Age,0.11656441717791412,0.0009887773768071178,0.5241157556270096,0.019037957199880193,0.6415362731152204
"Leeds, Betty Brant","Leeds, Betty Brant",Female,30s,Spider-Man supporting cast,Neutral,White,1960s,1965,Silver Age,0.12576687116564417,0.001289931282280699,0.5241157556270096,0.02040252521008605,0.6195121951219512
Sif,Sif,Female,Unknown,Asgardian Royal Family; Warriors Three,Hero,White,Ancient times,unknown,Unknown Age,0.11656441717791412,0.000364064364672674,0.49319213313161875,0.021901540632884638,0.631578947368421
Dazzler Ii / Allison B,Dazzler Ii / Allison B,Female,30s,,Hero,White,1980s,1985,Bronze Age,0.15950920245398773,0.00043759255141221303,0.5433333333333333,0.04484068027315876,0.7315233785822021
Molecule Man / Owen Re,Molecule Man / Owen Re,Male,40s,,Villain,White,1960s,1965,Silver Age,0.12269938650306748,3.094792153599217e-05,0.531810766721044,0.03638492611176439,0.9371794871794872
Speedball / Robbie Bal,Speedball / Robbie Bal,Male,25s,New Warriors,Hero,White,1980s,1985,Bronze Age,0.2361963190184049,0.0006503510870972533,0.5659722222222222,0.07164911003187754,0.7734107997265892
Lizard / Dr. Curtis Co,Lizard / Dr. Curtis Co,Male,45s,Sinister Six,Villain,White,1960s,1965,Silver Age,0.147239263803681,0.001591966951569747,0.5388429752066116,0.034997066901711546,0.6897163120567376
Volcana / Marsha Rosen,Volcana / Marsha Rosen,Female,30s,,Neutral,White,1980s,1985,Bronze Age,0.11042944785276074,1.1695518351048815e-05,0.5283630470016207,0.03210838362404628,0.9761904761904762
Lockheed,Lockheed,Male,Unknown,X-Men,Hero,Unknown,1980s,1985,Bronze Age,0.15337423312883436,0.0006138258037569153,0.5415282392026578,0.03699569150062023,0.649795918367347
Titania Ii / Mary Skee,Titania Ii / Mary Skee,Female,30s,Masters of Evil,Villain,White,1980s,1985,Bronze Age,0.13190184049079756,0.00018908030924349583,0.5344262295081967,0.03664189301100957,0.8283499446290143
Boomer / Tabitha Smith,Boomer / Tabitha Smith,Female,25s,New Mutants; X-Force,Hero,White,1980s,1985,Bronze Age,0.20245398773006135,0.001428883085073367,0.5300813008130081,0.03842083688908457,0.6088578088578088
"Summers, Nathan Chri","Summers, Nathan Chri",Male,35s,X-Men,Hero,White,1980s,1985,Bronze Age,0.25460122699386506,0.003241630323976599,0.5729349736379613,0.05419675213413752,0.5468704084631207
"Summers, Madelyne Ma","Summers, Madelyne Ma",Female,30s,X-Men,Villain,White,1980s,1985,Bronze Age,0.11349693251533742,0.00011786350896176333,0.4836795252225519,0.026539261702646803,0.7867867867867868
"Mactaggert, Moira Ki","Mactaggert, Moira Ki",Female,40s,X-Men,Hero,White,1970s,1975,Bronze Age,0.2392638036809816,0.0017336949702523848,0.555366269165247,0.045702948244830004,0.5534465534465535
Cannonball Ii / Sam Gu,Cannonball Ii / Sam Gu,Male,25s,New Mutants; X-Force,Hero,White,1980s,1985,Bronze Age,0.3374233128834356,0.008892800650981273,0.6014760147601476,0.06380482520785401,0.4190158465387823
"Tilby, Trish / Patrici","Tilby, Trish / Patrici",Female,30s,X-Men supporting cast,Neutral,White,1980s,1985,Bronze Age,0.10122699386503067,0.00019063881041853523,0.5109717868338558,0.02445641775830848,0.8011363636363636
Skids / Sally Blevins,Skids / Sally Blevins,Female,25s,X-Men,Hero,White,1980s,1985,Bronze Age,0.09815950920245399,0.00013928852349639055,0.4787077826725404,0.018131054012033774,0.7479838709677419
Wolfsbane / Rahne Sinc,Wolfsbane / Rahne Sinc,Female,25s,New Mutants; X-Force,Hero,White,1980s,1985,Bronze Age,0.3558282208588957,0.005455844274516028,0.6082089552238806,0.07886691240878656,0.4700149925037481
Leech,Leech,Male,18s,Morlocks,Hero,Unknown,1980s,1985,Bronze Age,0.08588957055214724,0.00036392045455498957,0.4773060029282577,0.014702830074694891,0.6587301587301587
Mirage Ii / Danielle M,Mirage Ii / Danielle M,Female,25s,New Mutants,Hero,Native America,1980s,1985,Bronze Age,0.17791411042944785,0.0015166876772218813,0.5478991596638656,0.0315053232060778,0.5486993345432547
Gambit / Remy Lebeau,Gambit / Remy Lebeau,Male,30s,X-Men,Hero,White,1990s,1995,Modern Age,0.37116564417177916,0.004682915187505294,0.6139359698681732,0.09031923013938284,0.518732782369146
Jubilee / Jubilation L,Jubilee / Jubilation L,Female,25s,X-Men,Hero,Asian,1990s,1995,Modern Age,0.18098159509202455,0.0008666018971438945,0.5258064516129032,0.039019529798949376,0.6528345996493279
Strong Guy / Guido Car,Strong Guy / Guido Car,Male,30s,X-Factor,Hero,White,1990s,1995,Modern Age,0.2852760736196319,0.001461909831381874,0.5769911504424778,0.07606797560695336,0.652875175315568
Spiral,Spiral,Female,Unknown,,Villain,Unknown,1980s,1985,Bronze Age,0.08895705521472393,8.262289500479476e-05,0.4808259587020649,0.022178763672459197,0.8078817733990148
Banshee / Sean Cassidy,Banshee / Sean Cassidy,Male,40s,X-Men,Hero,White,1960s,1965,Silver Age,0.2116564417177914,0.0017923499757507583,0.5478991596638656,0.043932640892832636,0.5630861040068201
Legion Ii / David Hall,Legion Ii / David Hall,Male,30s,X-Men,Neutral,White,1980s,1985,Bronze Age,0.08895705521472393,1.9397290343316647e-05,0.4808259587020649,0.023960647907323707,0.9285714285714286
Havok / Alex Summers,Havok / Alex Summers,Male,30s,X-Men,Hero,White,1960s,1965,Silver Age,0.3803680981595092,0.0042312734987053355,0.6174242424242424,0.09148011424886421,0.5106215578284815
Longshot,Longshot,Male,Unknown,X-Men,Hero,Unknown,1980s,1985,Bronze Age,0.10122699386503067,7.847096291817238e-05,0.49544072948328266,0.027774464540565286,0.8522727272727273
Forge,Forge,Male,35s,X-Men,Hero,Native America,1980s,1985,Bronze Age,0.22392638036809817,0.0011446064800501538,0.5630397236614854,0.056599417611650084,0.6339421613394216
Sabretooth / Victor Cr,Sabretooth / Victor Cr,Male,100+,Brotherhood of Evil Mutants,Villain,White,1970s,1975,Bronze Age,0.12269938650306748,9.497436828891941e-05,0.4917043740573152,0.029680112938338034,0.8448717948717949
"Maddicks, Arthur Art","Maddicks, Arthur Art",Male,18s,X-Men,Hero,White,1980s,1985,Bronze Age,0.07975460122699386,0.00014240382780626333,0.4704184704184704,0.013176703710342684,0.6923076923076923
Warlock Iii,Warlock Iii,Male,Unknown,New Mutants ,Hero,Unknown,1980s,1985,Bronze Age,0.18098159509202455,0.0013874663005833492,0.5497470489038786,0.04037502246801838,0.6019871420222093
Rictor / Julio Esteban,Rictor / Julio Esteban,Male,25s,X-Men,Hero,Latina,1990s,1995,Modern Age,0.16257668711656442,0.0007355261457354062,0.5109717868338558,0.031699507739032795,0.6915820029027576
Sunspot / Roberto Daco,Sunspot / Roberto Daco,Male,25s,New Mutants; X-Force,Hero,Latina,1980s,1985,Bronze Age,0.25153374233128833,0.0034703584442340755,0.5719298245614035,0.04820008140331263,0.5079795242396868
Firefist / Rusty Colli,Firefist / Rusty Colli,Male,25s,New Mutants,Hero,White,1990s,1995,Modern Age,0.09815950920245399,0.00046474924681174284,0.482962962962963,0.01701097169691015,0.6733870967741935
Bishop  / ,Bishop  / ,Male,30s,X-Men,Hero,Black,1990s,1995,Modern Age,0.20858895705521474,0.001416311550819749,0.5582191780821918,0.05128814906454402,0.6435469710272168
Daytripper / Amanda Se,Daytripper / Amanda Se,Female,30s,X-Men,Hero,White,1980s,1985,Bronze Age,0.07668711656441718,3.564423439653006e-05,0.4565826330532213,0.018360393956015422,0.86
Wild Child / Kyle Gibn,Wild Child / Kyle Gibn,Male,30s,X-Men,Villain,White,1980s,1985,Bronze Age,0.17177914110429449,0.00039721238662459847,0.5370675453047776,0.0516862076524018,0.8272727272727273
Thunderbird Ii / James,Thunderbird Ii / James,Male,25s,X-Men,Hero,Native America,1970s,1975,Bronze Age,0.18098159509202455,0.0009814691670652165,0.5150078988941548,0.03605891800131023,0.6458211572180012
Sauron / Dr. Karl Lyko,Sauron / Dr. Karl Lyko,Male,40s,X-Men villains,Villain,White,1970s,1975,Bronze Age,0.07668711656441718,3.721561690413887e-05,0.4704184704184704,0.020000839381782196,0.89
Siryn / Theresa Rourke,Siryn / Theresa Rourke,Female,25s,X-Force,Hero,White,1990s,1995,Modern Age,0.16257668711656442,0.0006797774430052895,0.5069984447900466,0.03300135129705498,0.7002902757619739
